-1.951229640522415820e-01,-9.303112469258158213e-02,-1.432841880120681866e-02,-8.690681836945951533e-02,-1.748957543302261386e-01
-1.713959915221393848e-01,-9.704361072456615944e-02,-4.948737622696935956e-02,-9.191169069577655171e-02,-1.544464110762641673e-01
-1.541158944272407461e-01,-1.020785528398854836e-01,-7.039958651684471991e-02,-9.777821223111166082e-02,-1.399128342306329986e-01
-1.420219936597853783e-01,-1.058105704972144429e-01,-8.412505049861002115e-02,-1.022070596771460227e-01,-1.301204059129597579e-01
-1.336061648526719048e-01,-1.083490231760195349e-01,-9.336734722177869594e-02,-1.053294274249628043e-01,-1.236331175702826690e-01
-2.184885022876104088e-01,-2.007876485481893680e-01,-1.903815972241111598e-01,-1.982573499158054586e-01,-2.101314936083861218e-01
-2.143746801342547303e-01,-2.018949579187217236e-01,-1.946304369394463718e-01,-1.997746704044729982e-01,-2.073718461872067209e-01
-2.114742913465857688e-01,-2.026142410007557848e-01,-1.975143322407692803e-01,-2.008375261555031266e-01,-2.056062008404885566e-01
-2.094151436959078572e-01,-2.030752054821936825e-01,-1.994719297043358874e-01,-2.015863905832106784e-01,-2.044979221184543838e-01
-2.079416905699493778e-01,-2.033652153832284371e-01,-2.008007781357048216e-01,-2.021176489493933248e-01,-2.038212585458265558e-01
1.504381835317143423e-01,1.537733793346702516e-01,1.556134384555451777e-01,1.548187893503110701e-01,1.538909382628138311e-01
1.512133101206326324e-01,1.536688592052690427e-01,1.550011108679748006e-01,1.545448703507777410e-01,1.541065783904004838e-01
1.517839996688170878e-01,1.536113878664770727e-01,1.545854507614567719e-01,1.543454496370495199e-01,1.542084410012542206e-01
1.522086995257269371e-01,1.535836700531051924e-01,1.543032924242335735e-01,1.541987840111622432e-01,1.542402829208267545e-01
1.525282538420898171e-01,1.535743192987130690e-01,1.541117577374205294e-01,1.540897598196130647e-01,1.542306382372181928e-01
-2.267214036034083668e-01,-2.259168687403223519e-01,-2.255110313673394373e-01,-2.254849505126416964e-01,-2.252948746035322580e-01
-2.265344231677958453e-01,-2.259091479711318462e-01,-2.255992898660989510e-01,-2.255472180338481125e-01,-2.253390497883693833e-01
-2.263891041343838173e-01,-2.258983380080827053e-01,-2.256592014893129272e-01,-2.255950554163625166e-01,-2.253874297791021719e-01
-2.262750461012394687e-01,-2.258863334350959262e-01,-2.256998706899760732e-01,-2.256321949376540459e-01,-2.254356836632786243e-01
-2.261847061209869836e-01,-2.258742741085618677e-01,-2.257274777517424835e-01,-2.256613163666892075e-01,-2.254813544792635960e-01
3.573485486523877985e-02,3.598460281041473974e-02,3.610119609159767595e-02,3.616305275121470264e-02,3.632423498226763914e-02
3.579289831583979536e-02,3.599512980057656408e-02,3.608847485624300938e-02,3.614466360522480132e-02,3.628677492284936718e-02
3.583989855516516582e-02,3.600457658074829315e-02,3.607983942883219441e-02,3.612987983740580805e-02,3.625374709858208283e-02
3.587817106562075226e-02,3.601291726178301733e-02,3.607397752906472965e-02,3.611791630307614742e-02,3.622495934118891148e-02
3.590948717584984545e-02,3.602019468339384689e-02,3.606999835498924528e-02,3.610817961663951442e-02,3.620008166986111303e-02
3.588732958684354157e-02,3.597860163753648782e-02,3.601941029974706221e-02,3.605232943907547144e-02,3.613083597359008359e-02
3.590854195262263571e-02,3.598400847605546377e-02,3.601757671056035615e-02,3.604578938011770983e-02,3.611259041743647424e-02
3.592608098551364898e-02,3.598862935727454443e-02,3.601633203377530706e-02,3.604039924634046266e-02,3.609706531388866962e-02
3.594061773505094481e-02,3.599256267735225640e-02,3.601548712243395761e-02,3.603594374233631825e-02,3.608389565961915568e-02
3.595269016147396857e-02,3.599590018991938312e-02,3.601491357982167241e-02,3.603225176094080467e-02,3.607275124463680399e-02
-2.413490252492953014e-02,-2.409890995297774702e-02,-2.408311080021582201e-02,-2.406844881247297008e-02,-2.403429621217289397e-02
-2.412653755892104138e-02,-2.409652365116250056e-02,-2.408337508660089374e-02,-2.407099845225696075e-02,-2.404223355382756680e-02
-2.411956208302233617e-02,-2.409451103037124620e-02,-2.408355448945213861e-02,-2.407312195010796740e-02,-2.404891874981527830e-02
-2.411374001495273506e-02,-2.409281571340716327e-02,-2.408367627167344246e-02,-2.407489253262404261e-02,-2.405454377011158329e-02
-2.410887703735239626e-02,-2.409138911776563183e-02,-2.408375893986585206e-02,-2.407637022001827068e-02,-2.405927298776681586e-02
-3.879950514116395355e-02,-3.878488206152336248e-02,-3.877850749501665639e-02,-3.877229683503509439e-02,-3.875793896172315817e-02
-3.879610661870502158e-02,-3.878387417412241384e-02,-3.877854558822414754e-02,-3.877332826533300830e-02,-3.876127584807764065e-02
-3.879326369924732815e-02,-3.878302773210179355e-02,-3.877857144665054073e-02,-3.877419068874003727e-02,-3.876407692772252528e-02
-3.879088477735891105e-02,-3.878231717642218607e-02,-3.877858899986435376e-02,-3.877491209290239577e-02,-3.876642744791437833e-02
-3.878889359732581865e-02,-3.878172089640274933e-02,-3.877860091533478354e-02,-3.877551573708755417e-02,-3.876839934831132622e-02
-5.185673999230406839e-01,-5.185613939716499088e-01,-5.185587823234500959e-01,-5.185561943000966956e-01,-5.185502265745104422e-01
-5.185660040911646007e-01,-5.185609743893816459e-01,-5.185587878140562879e-01,-5.185566172757463121e-01,-5.185516135223990908e-01
-5.185648351476253026e-01,-5.185606225264668412e-01,-5.185587915411888904e-01,-5.185569714421557341e-01,-5.185527764353112801e-01
-5.185638561002584579e-01,-5.185603274963427323e-01,-5.185587940712406141e-01,-5.185572680359378239e-01,-5.185537513889685313e-01
-5.185630360240535142e-01,-5.185600801486581757e-01,-5.185587957886900190e-01,-5.185575164450645369e-01,-5.185545686862820247e-01
-2.208225740905520595e-01,-2.208200978328274111e-01,-2.208190219904730967e-01,-2.208179495533119097e-01,-2.208154788053053874e-01
-2.208219985881477720e-01,-2.208199240231268623e-01,-2.208190227818676299e-01,-2.208181238521211565e-01,-2.208160530272064437e-01
