1.663501052417916681e-01,-6.812211714241536709e-02,-1.186086928760312076e-01,-1.062984041569673688e-01,-5.033705877368832571e-02,-9.089938260863208996e-02,-9.318225911630671765e-02,-8.249112763087396161e-02,-1.105908895112559520e-01,-7.870815688215888895e-02,-1.172186857487820255e-01,-1.028702944171052125e-01,-6.462530268369598430e-02,-5.626239589768322613e-02,3.214334324831333856e-01
1.496930762589916974e-01,-6.955394043340912269e-02,-9.007184037798536547e-02,-8.913043297302900014e-02,-8.485088875295282440e-02,-8.795282022603996552e-02,-8.812739914112240058e-02,-8.730981390186134949e-02,-8.945869314550866647e-02,-8.702051795138875112e-02,-8.996554205855539221e-02,-8.886827438619494812e-02,-8.594355675836469477e-02,-5.847230969576064363e-02,2.946017238225101531e-01
1.341176538302591148e-01,-6.765558051691315800e-02,-8.480007280117765611e-02,-8.472808034654624731e-02,-8.440080982425712808e-02,-8.463802450906862673e-02,-8.465137512067154313e-02,-8.458885174563229858e-02,-8.475318345859965408e-02,-8.456672835306092151e-02,-8.479194382651836226e-02,-8.470803223552703098e-02,-8.448436966391065228e-02,-5.730099146110859132e-02,2.695191603120614121e-01
1.197835780139481776e-01,-6.586338890672840951e-02,-8.150855923584546248e-02,-8.150305374109731438e-02,-8.147802631077963320e-02,-8.149616688131719466e-02,-8.149718784556186923e-02,-8.149240648181092783e-02,-8.150497345688252626e-02,-8.149071463476617594e-02,-8.150793758698623992e-02,-8.150152059751315792e-02,-8.148441640069564729e-02,-5.618814190988259683e-02,2.463016862552477038e-01
1.065951206473458313e-01,-6.420427100446979285e-02,-7.858916490767631213e-02,-7.858874388477082862e-02,-7.858682995661156467e-02,-7.858821722443475044e-02,-7.858829530085700843e-02,-7.858792965457984947e-02,-7.858889069161645313e-02,-7.858780027359030251e-02,-7.858911736818696703e-02,-7.858862664034577117e-02,-7.858731862735703066e-02,-5.516379591217261680e-02,2.248126510786521426e-01
1.539296715197286392e-01,-3.200436503884865336e-03,-1.643417352015064115e-02,-1.643414132317379261e-02,-1.643399495892654272e-02,-1.643410104776255043e-02,-1.643410701851789890e-02,-1.643407905637009336e-02,-1.643415254996584418e-02,-1.643406916218932701e-02,-1.643416988465286332e-02,-1.643413235711520259e-02,-1.643403232915147116e-02,5.246912687416407928e-03,2.643912069911769080e-01
1.427670666840433755e-01,-1.779121289595871416e-03,-1.395375259408885432e-02,-1.395375013188239303e-02,-1.395373893893726153e-02,-1.395374705189204867e-02,-1.395374750849493091e-02,-1.395374537013947987e-02,-1.395375099043132290e-02,-1.395374461349962666e-02,-1.395375231607063650e-02,-1.395374944621903361e-02,-1.395374179675865772e-02,6.114015700580410946e-03,2.459814611498472026e-01
1.324984300926910774e-01,-4.635617667757192285e-04,-1.166323160391323846e-02,-1.166323141562038493e-02,-1.166323055965984117e-02,-1.166323118008360735e-02,-1.166323121500150058e-02,-1.166323105147457420e-02,-1.166323148127638640e-02,-1.166323099361189081e-02,-1.166323158265229233e-02,-1.166323136318550037e-02,-1.166323077820664335e-02,6.911723678964431378e-03,2.289411527062669427e-01
1.230527408357996871e-01,7.541376703203885989e-04,-9.548026390563200960e-03,-9.548026376163840784e-03,-9.548026310705781672e-03,-9.548026358151584167e-03,-9.548026360821870034e-03,-9.548026348316439316e-03,-9.548026381184765432e-03,-9.548026343891492795e-03,-9.548026388937308831e-03,-9.548026372153975427e-03,-9.548026327418759895e-03,7.645546684739601417e-03,2.131680662539102156e-01
1.143645842739307444e-01,1.881281351925855484e-03,-7.594714858169352226e-03,-7.594714857068186192e-03,-7.594714852062398741e-03,-7.594714855690731618e-03,-7.594714855894937194e-03,-7.594714854938605826e-03,-7.594714857452153356e-03,-7.594714854600217654e-03,-7.594714858045015053e-03,-7.594714856761540858e-03,-7.594714853340493559e-03,8.320560014889160499e-03,1.985676392597387485e-01
-6.288480675267527076e-02,-1.663338917819292551e-01,-1.750494242279335977e-01,-1.750494242278493318e-01,-1.750494242274665269e-01,-1.750494242277439716e-01,-1.750494242277595980e-01,-1.750494242276864620e-01,-1.750494242278786972e-01,-1.750494242276605938e-01,-1.750494242279240775e-01,-1.750494242278258783e-01,-1.750494242275642542e-01,-1.603170801817852265e-01,1.579386900027376917e-02
-7.023388371392340346e-02,-1.653680930684423567e-01,-1.733836748509867964e-01,-1.733836748509803294e-01,-1.733836748509510473e-01,-1.733836748509722803e-01,-1.733836748509735015e-01,-1.733836748509678949e-01,-1.733836748509825776e-01,-1.733836748509658965e-01,-1.733836748509860470e-01,-1.733836748509785530e-01,-1.733836748509585413e-01,-1.597460313863085790e-01,3.282855307968877284e-03
-7.699226757006037702e-02,-1.644740572376602872e-01,-1.718454184347295577e-01,-1.718454184347290303e-01,-1.718454184347268099e-01,-1.718454184347284197e-01,-1.718454184347285307e-01,-1.718454184347280866e-01,-1.718454184347292246e-01,-1.718454184347279479e-01,-1.718454184347295022e-01,-1.718454184347289193e-01,-1.718454184347273650e-01,-1.592208467902930524e-01,-8.298801841381804253e-03
