2.895107288223331965e-01,-4.428813446868373749e-02,-4.018641814117063227e-01,3.851838182440390224e-01,1.267849330517151207e-01
4.019238527551937112e-01,6.812498946417677725e-02,-2.894510574788458079e-01,4.975969421768995371e-01,2.391980569845756355e-01
2.600845940597773520e-02,-3.077904038850391988e-01,-6.653664508280617840e-01,1.216815488276835611e-01,-1.367173363646403406e-01
5.168559437795354761e-01,1.830570804885185421e-01,-1.745189664545040431e-01,6.125290332012413019e-01,3.541301480089174003e-01
3.831067158982884857e-01,4.930785260727152397e-02,-3.082681943357510335e-01,4.787798053199943116e-01,2.203809201276703822e-01
-1.050909498969282430e-01,-4.388898131879451769e-01,-7.964658601309677621e-01,-9.417860475222417094e-03,-2.678167456675463187e-01
-4.993737753885701958e-01,-8.331726386795871298e-01,-1.190748685622609715e+00,-4.037006859668643699e-01,-6.620995711591882715e-01
-9.477604202074785267e-01,-1.281559283498495461e+00,-1.639135330441518157e+00,-8.520873307857727008e-01,-1.110486215978096602e+00
-6.798938552694233639e-01,-1.013692718560440298e+00,-1.371268765503462994e+00,-5.842207658477175380e-01,-8.426196510400414397e-01
-9.982502237464827566e-01,-1.332049087037499691e+00,-1.689625133980522387e+00,-9.025771343247769307e-01,-1.160976019517100832e+00
-8.694617906546967534e-01,-1.203260653945713576e+00,-1.560836700888736273e+00,-7.737887012329909275e-01,-1.032187586425314718e+00
-1.355574174096150220e+00,-1.689373037387166931e+00,-2.046949084330189628e+00,-1.259901084674444283e+00,-1.518299969866768073e+00
-1.074133658852185036e+00,-1.407932522143201748e+00,-1.765508569086224444e+00,-9.784605694304789880e-01,-1.236859454622802890e+00
-6.552680284873593219e-01,-9.890668917783760339e-01,-1.346642938721398730e+00,-5.595949390656532740e-01,-8.179938242579771757e-01
-5.720020797735039242e-01,-9.058009430645206361e-01,-1.263376990007543332e+00,-4.763289903517978763e-01,-7.347278755441217779e-01
-7.605732801076400262e-01,-1.094372143398656849e+00,-1.451948190341679545e+00,-6.649001906859339783e-01,-9.232990758782578800e-01
-8.409953016627842448e-01,-1.174794164953801179e+00,-1.532370211896823875e+00,-7.453222122410781969e-01,-1.003721097433402099e+00
-8.124187826758725306e-01,-1.146217645966889354e+00,-1.503793692909912050e+00,-7.167456932541664827e-01,-9.751445784464903843e-01
-6.886003094740622554e-01,-1.022399172765079189e+00,-1.379975219708101886e+00,-5.929272200523562075e-01,-8.513261052446801092e-01
-7.672879643241069525e-01,-1.101086827615123998e+00,-1.458662874558146694e+00,-6.716148749024009046e-01,-9.300137600947248062e-01
-3.208680509318581064e-01,-6.546669142228751515e-01,-1.012242961165897848e+00,-2.251949615101520585e-01,-4.835938467024759602e-01
-2.339446394888906600e-01,-5.677435027799077050e-01,-9.253195497229304012e-01,-1.382715500671846121e-01,-3.966704352595085137e-01
-3.458134676975616051e-01,-6.796123309885786501e-01,-1.037188377931601346e+00,-2.501403782758555572e-01,-5.085392634681794588e-01
6.266041163281549364e-02,-2.711384516582015514e-01,-6.287144986012243031e-01,1.583335010545215416e-01,-1.000653841378023601e-01
-3.277418881526021899e-01,-6.615407514436192349e-01,-1.019116798386642042e+00,-2.320687987308961420e-01,-4.904676839232200436e-01
-1.896181286938189992e-01,-5.234169919848360442e-01,-8.809930389278588514e-01,-9.394503927211295125e-02,-3.523439244644368529e-01
-3.616822204835737908e-01,-6.954810837745908358e-01,-1.053057130717613532e+00,-2.660091310618677429e-01,-5.244080162541916446e-01
-5.588930478661948698e-01,-8.926919111572119148e-01,-1.250267958100234722e+00,-4.632199584444888218e-01,-7.216188436368127235e-01
-1.026329598362443640e+00,-1.360128461653460574e+00,-1.717704508596483493e+00,-9.306565089407374813e-01,-1.189055394133061494e+00
-9.472410921319628363e-01,-1.281039955422979881e+00,-1.638616002366002800e+00,-8.515680027102566774e-01,-1.109966887902580801e+00
-1.102739901678448042e+00,-1.436538764969465198e+00,-1.794114811912488117e+00,-1.007066812256741883e+00,-1.265465697449066118e+00
-1.213125458463521156e+00,-1.546924321754538312e+00,-1.904500368697561230e+00,-1.117452369041814997e+00,-1.375851254234139232e+00
-1.344619667047020295e+00,-1.678418530338037451e+00,-2.035994577281060369e+00,-1.248946577625314136e+00,-1.507345462817638371e+00
-9.715179732226464360e-01,-1.305316836513663592e+00,-1.662892883456686510e+00,-8.758448838009402770e-01,-1.134243768993264512e+00
-1.237191244719776151e+00,-1.570990108010793307e+00,-1.928566154953816447e+00,-1.141518155298069992e+00,-1.399917040490394449e+00
-1.615850023227713539e+00,-1.949648886518730695e+00,-2.307224933461753835e+00,-1.520176933806007380e+00,-1.778575818998331837e+00
-1.559092564057518393e+00,-1.892891427348535549e+00,-2.250467474291558467e+00,-1.463419474635812234e+00,-1.721818359828136691e+00
-1.198826127583673573e+00,-1.532624990874690729e+00,-1.890201037817713647e+00,-1.103153038161967414e+00,-1.361551923354291871e+00
-1.561315432087966748e+00,-1.895114295378983904e+00,-2.252690342322006600e+00,-1.465642342666260589e+00,-1.724041227858585046e+00
-1.965970617188170344e+00,-2.299769480479187500e+00,-2.657345527422210196e+00,-1.870297527766464185e+00,-2.128696412958788642e+00
-1.947768378810639245e+00,-2.281567242101656401e+00,-2.639143289044679097e+00,-1.852095289388933086e+00,-2.110494174581257543e+00
-1.802127252264364099e+00,-2.135926115555381255e+00,-2.493502162498403951e+00,-1.706454162842657940e+00,-1.964853048034982397e+00
-1.558933737654782714e+00,-1.892732600945799870e+00,-2.250308647888822566e+00,-1.463260648233076555e+00,-1.721659533425401012e+00
-1.560726363483470491e+00,-1.894525226774487647e+00,-2.252101273717510121e+00,-1.465053274061764332e+00,-1.723452159254088789e+00
-2.007351700487661095e+00,-2.341150563778678251e+00,-2.698726610721700947e+00,-1.911678611065955158e+00,-2.170077496258279393e+00
-1.539702247282714209e+00,-1.873501110573731365e+00,-2.231077157516753839e+00,-1.444029157861008272e+00,-1.702428043053332507e+00
-1.896200064809332009e+00,-2.229998928100349165e+00,-2.587574975043371417e+00,-1.800526975387626072e+00,-2.058925860579950307e+00
-2.201768004299275550e+00,-2.535566867590292706e+00,-2.893142914533314958e+00,-2.106094914877569835e+00,-2.364493800069893847e+00
-2.268341159359665848e+00,-2.602140022650683004e+00,-2.959716069593705257e+00,-2.172668069937960134e+00,-2.431066955130284146e+00
