0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.296824136869171973e+00,-2.982364896951583688e-01,-4.430210487949082676e+00,-5.280222195874078039e-01,1.052243019044043493e-01,1.926035594210155466e+00,-2.535791421032520532e-01,3.843721796395513479e+00,-5.556173807962814237e-01,-7.651596763878911744e-01,1.095718812712986434e+00,1.144996212037346695e+00,2.789653801020301138e+00,-4.400401490413381467e+00,3.029619407907288675e+00,1.738534321550748274e+00,1.968045491904288014e+00,-4.278183096221635395e+00,-2.303265465395956113e+00,1.069374541812475599e-01,4.407656661334163672e+00,1.374039009445377602e+00,1.318919962772042709e-01,3.204682988952869849e+00,3.806819467342034358e+00,2.249149294101768781e+00,4.307936705264820532e+00,-2.990087521434692253e+00,1.348852867994984273e+00,-2.663612430232228157e+00,4.663278390083357650e+00,-4.744287526323633486e+00,-3.824155628011082442e+00,3.048113011423600582e+00,5.054593741693222952e-01,2.049372940903111839e+00,-1.361483721814964465e+00,-1.766946809259927420e+00,4.923027624751012965e+00,4.388950586008556698e+00,1.658293571569887881e+00,-4.479094999600032878e+00,-8.756980787880621619e-01,-1.664726809009569042e+00,-4.408330058961849041e+00,-4.978536257872913318e+00,6.183185387263598898e-01,2.115396328687343619e+00,-4.562847730094317988e+00,1.259995142526903145e+00
1.555434170603105848e+00,-4.581280849204150130e-01,7.567492352624851648e-01,-1.265794688186880901e+00,-2.161908699674919276e-01,2.904531376270175436e+00,1.373986783246575527e+00,4.411071130159777809e+00,-1.374918504007283993e+00,-1.541075801624450570e+00,-2.312382687770199396e+00,4.008713973792939811e+00,4.985567977441975884e+00,-2.145850276762732101e+00,-2.015485357723356685e-02,3.634328406953398982e+00,-4.881734606656275233e+00,-1.318339852402298007e+00,-1.366983165485724516e+00,-4.416014198465352258e+00,-1.991352701578996687e-02,4.863642732700569127e+00,3.600389424961328189e+00,4.722024562119489843e+00,7.896022507656406120e-01,-3.450243679516894701e+00,-5.089317939303050764e-01,4.864332440966336435e+00,3.834638128224909792e-01,3.617106935183970862e+00,2.521481280933497438e+00,-3.796241665066302229e+00,3.983249826006467487e-01,-1.910031438968230688e+00,3.566887474324596852e+00,2.078730690284880112e-01,-1.624530230745463655e+00,4.707069450022675738e+00,-4.371254766476928566e+00,4.804350014027040316e+00,2.364943878265368227e+00,-2.729260976454834786e+00,-3.946553173771554235e+00,-2.363780888968451954e+00,-4.051948492427199788e+00,2.064127266136887684e+00,4.760995379674785255e+00,-1.352062081997425835e+00,-1.034866951472528385e+00,-3.129072024132547369e+00
2.664551569447155543e-01,4.585582376506708968e+00,3.594023234618639151e+00,-2.129821857324685208e+00,-2.014572600106196987e+00,3.431225474332959990e+00,-2.275034656477161743e+00,3.922984946449782129e+00,-2.744325459900430531e+00,1.053628379673855697e+00,3.592772947601535094e+00,2.916058903687757109e+00,-1.029057355644016347e+00,-4.358159870686218795e+00,-6.535736572955839208e-01,2.429340977157874448e-01,-2.954194984080161568e+00,-2.681061936206798890e+00,-2.546033675297696419e-01,4.296183081213929000e-01,2.350075529076198322e+00,-1.628599141201364731e+00,-2.638047527356302879e+00,1.026028351283452267e+00,4.564377228109941953e+00,-4.772635320307982099e+00,-1.140505082187721619e+00,4.646125132078848807e+00,-4.684589939184224505e+00,2.734529796748786268e+00,3.513920660712521737e-02,4.109919901276809284e+00,3.008795305696573053e+00,-1.049233942507297179e+00,-1.959367007247197812e+00,3.610939050229605485e+00,4.550078197228547339e+00,4.451579578394778025e+00,4.594819396682751744e+00,1.298478452979695774e+00,-2.997871927904758316e+00,9.731033162867328556e-01,3.187910336748943863e+00,1.439951590025313699e+00,-1.724204442529455594e+00,-1.727660565395438219e+00,-4.090740203099620942e+00,3.017252217759647692e+00,-9.821269904755034474e-01,-1.916898366539592224e+00
-1.604898196727283732e+00,-3.738441965393278998e+00,1.565814747059166123e+00,2.905466502929519024e-01,1.648948558454998548e+00,-1.246430693123059541e-01,2.619973858024994939e+00,3.657491083105577800e+00,-3.903212043277624943e+00,4.763396365634093854e-01,2.536027699057934015e+00,-3.408475898467716370e+00,9.141869833193130290e-01,-1.385869075192747157e+00,1.084164537379864512e+00,3.657460825006431548e+00,-1.561855514447411331e+00,-1.088670974022896143e+00,2.054509335781606438e+00,-1.377519178347061057e+00,2.532819015092573345e+00,2.166892350284568280e-01,1.112942852254183101e+00,-4.766920632793461010e+00,9.429892373233332847e-01,-1.632300345981922085e+00,-3.220675896984619424e+00,-4.409561942790754863e+00,-2.821451519857200996e+00,-4.578848286088829767e+00,1.853741562906781049e+00,3.444509402774109219e+00,-4.068553333857938270e+00,-4.805194044212300675e+00,3.629004079042111641e+00,-2.112304223609667631e+00,-3.897200827199551743e+00,-1.580948529362694366e+00,-1.169964601831132711e+00,-8.081843271234765425e-01,2.622513989930787659e+00,-1.908637282585848638e+00,-7.179416460868299765e-01,2.804284995649890533e-01,-3.854084893780624022e+00,4.361496554666333125e-01,1.683480109952464332e+00,4.291946347582712207e+00,-1.263119657996014666e-01,3.847214951619466916e+00
-1.897748480715800490e+00,3.748559520639618725e+00,3.566120368339955604e-01,-3.940134796766474601e+00,-2.518614679986967975e+00,-5.223211055980669926e-02,-4.769666109274265153e+00,3.577789266024138826e+00,2.189282642023007597e+00,4.289911141015554819e+00,-4.454013825459718134e+00,-4.012303701276618284e+00,3.230890981240499116e+00,-4.054663159059844091e+00,4.167317907037844549e+00,4.525155959864209265e+00,-4.138746058789203985e+00,-4.097457863854940818e+00,-1.401802848591096051e-01,2.984573258719983357e+00,2.263082307519701075e+00,-1.280138329194949520e+00,5.723823973374466689e-01,-2.456817401324783212e+00,-2.746647144109598315e+00,1.760489406822967950e+00,-2.168247071414928229e+00,-2.572358638706250034e+00,3.774957777253812097e+00,8.799710236533542229e-02,-4.347823778984131415e+00,1.803134476676119036e+00,2.165584783648616174e+00,3.937547077791496264e+00,-3.748304913154736351e+00,3.539630036451114847e+00,1.142412468851312646e+00,2.314022368873710711e+00,-1.209502034350410149e+00,3.445907968076147299e+00,2.544678549665873923e+00,4.027477393763692959e+00,2.834181835340264577e+00,-3.732535455626451171e+00,1.839586920177919360e+00,-1.538241082908520241e-02,3.111403842868574188e-01,3.222007040476848161e+00,6.130028791254149567e-01,3.402933758368174466e+00
-1.704891661641338985e+00,3.766712720674119552e+00,1.891882978919489311e+00,-4.376029864388403468e+00,3.340512613567209854e+00,-4.214999460939345965e-01,4.368846702747513078e+00,-5.020746568338774196e-01,1.160272630489229684e+00,1.054033989118919656e+00,-2.243698625384649148e-02,-1.941429629033445181e+00,-3.773999487636686467e+00,-2.206486944130432448e-01,-2.248478871302918236e+00,-3.462046757106418404e+00,-2.115852019599673284e-01,2.736759111833872105e+00,-4.485648619137050375e+00,-4.008807521802077112e+00,3.656082846343210235e+00,9.350551048920516806e-01,1.754965368720128538e+00,-4.295473789061201586e-01,1.786161433289715106e+00,-1.296350557073298049e+00,-4.870464227005827595e+00,-1.650205756349333086e+00,-2.406750018392961543e+00,-2.597884266813959897e+00,4.846958131293687799e+00,-1.774182327686665062e+00,4.282121215146135640e+00,1.446322453889299808e+00,4.032744225782115777e+00,2.168429880065289694e+00,-4.141172293616310895e-01,1.363208975600473494e+00,2.483582053073768670e+00,-1.153610287762500963e+00,-2.910845041914945419e+00,1.214003272426089630e+00,4.310076725624721661e+00,-2.550091040961177669e-02,4.181237885392093290e+00,-3.163651878458386690e+00,-1.363400827481919819e-01,4.275226048124734390e+00,-4.064959030772385518e+00,6.943447375300051405e-01
3.256502553811731815e+00,2.377377937225753080e+00,-1.391890976846955397e+00,3.368282048836446663e+00,-1.760410288628684317e+00,1.175564291754403357e+00,-4.854212523509308319e+00,4.164911818406842769e+00,-2.464596514034416153e+00,-4.337105815359977079e+00,2.593206019321514511e+00,-5.936086295389086942e-01,-1.758832984655883891e+00,1.050724551110389093e+00,3.865354872553298904e+00,1.934989529823027965e-02,1.113179919520729477e+00,1.731345941280868495e+00,2.746563248117011469e+00,-8.772370866697745129e-01,2.766526952060636368e+00,4.399551934698202160e+00,-5.262514245091853837e-02,2.692371714225006762e+00,-3.086891827846951486e+00,-5.459113170448386398e-01,4.398210753108051208e+00,-3.142528644376222147e+00,-3.341450027623444896e+00,3.623231693447699797e+00,-2.171171429874141356e+00,1.909679749482005917e+00,-2.162333347008438267e-01,2.347988663325972780e+00,-2.872692096713885590e+00,-2.653353163327373032e+00,1.499811023041104363e-01,-4.327728748037049655e+00,-1.045462602754586356e+00,3.658027328082802399e-02,-1.427172818791628828e+00,3.874663889139061013e+00,-4.539390510122495392e+00,2.178669818625379229e+00,-2.406320962564728383e+00,4.058842346813776203e+00,-3.807400930044596343e+00,-2.715735835493244821e-01,-4.893435476940069861e+00,6.204387329757956593e-01
4.129360571081976516e+00,-2.468388609880491913e+00,3.446477320962808122e+00,-1.307385374828079705e+00,-4.022867445846149081e+00,4.483212385259818689e+00,-4.157201115146539117e+00,-1.577122291631717133e+00,-4.850634642078998304e+00,1.472540095550714412e+00,-2.649538734080623126e+00,4.155621251063857713e+00,-3.111060340518236877e+00,-4.193222787680600305e+00,-2.970207539671676500e-02,-1.576158483305187819e+00,-4.097054992551898422e+00,-2.559600034449061035e+00,-4.290621881533374093e+00,-3.544625027486638658e-01,1.165707493296769037e+00,-3.634426244954616081e-01,-4.459469898689469858e-01,-2.704909431308031298e+00,-4.084882968536044601e+00,3.790575776887077808e+00,-4.672750929746142035e+00,3.957706121196398641e+00,3.306107113239367123e-01,2.574154587468989952e+00,6.551982760199157596e-01,-8.169139357403487622e-02,2.990664678691636880e+00,1.284789438940739714e+00,-3.003856540226411909e+00,1.382730537262810699e+00,6.527596322740860657e-01,-4.465071154219382166e-01,-4.120228387471703613e+00,-1.675331047874570878e+00,4.420403520952765675e+00,7.898759074168317795e-01,3.693077102098472508e+00,-1.641697012479894635e+00,-2.187830526581699964e+00,2.772207114543858708e-01,-1.706877072820932817e+00,1.478394964350426832e-01,-2.028748744424790917e+00,-3.606846416841858805e+00
3.718963231248956447e+00,2.904030995194004205e+00,-1.515093630308355976e+00,-4.021838372177755083e+00,-3.960840519012921668e+00,1.050809198175350900e-03,-4.408239897713819744e+00,-2.017112564912250328e+00,-4.316985927353541364e+00,-2.150316075885404743e+00,1.449025255516921185e+00,-1.484001614892452636e+00,-4.094911539291614666e+00,-6.733584490392638955e-01,-8.485963912705063450e-02,1.840233719623308062e+00,-2.404570435065923384e+00,-4.855643938474420551e+00,4.704083839446139947e+00,3.698516972605943920e+00,-3.155933549519902570e+00,2.491466449172770936e+00,3.136485768767913740e-01,-1.183378482077215299e+00,-3.189404296723885590e+00,2.810322453855156333e+00,1.113008681379832332e+00,2.349550541887803767e+00,6.176268205942783140e-01,-9.981807466214736024e-01,1.565542444738778904e+00,4.860600609848793496e+00,6.154783036538269414e-02,3.406478821962492631e+00,1.456522563504609735e+00,-1.294877378701828619e-01,-4.158181303730853706e+00,-1.829926237364217556e+00,-2.172695477466839442e+00,1.692587566922091113e+00,-1.401611731051829679e+00,-2.732212031909484473e+00,4.977417936454175518e+00,1.172988129075376307e+00,4.420126011934879529e-01,1.197000845878209319e+00,4.153320233133014128e+00,-1.982047605771537491e-01,4.552967275770457789e+00,2.409528769814791360e+00
